Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width
4585,8568,1.45,1.593,1.249,2.07,1.037,2.083,1.031,1.279,1.405,1.651,5.005,1.686,4.979,0.91,1.996,0.501,0.7,0.491,0.495,0.828,0.98,0.02,0.995,0.769,0,0.173,0,6.606,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.657,0.603,1.204,0.83,6.743,1.143,25,2.019,0,0
3241,7515,1.266,1.302,1.224,1.493,1.037,1.469,1.062,1.211,0.992,1.259,4.089,1.27,4.072,0.973,1.44,0.694,0.848,0.719,0.723,0.946,0.991,0.009,0.996,0.813,0,0.399,0,5.035,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.219,0.82,1.181,0.847,5.079,1.131,23.913,1.383,0,0
3610,7812,1.225,1.263,1.161,1.486,1.037,1.463,1.03,1.206,0.937,1.178,3.967,1.182,3.96,0.97,1.433,0.698,0.824,0.679,0.704,0.941,0.997,0.003,0.998,0.765,0,0.186,0,4.711,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.279,0.782,1.12,0.892,4.727,1.099,20,1.421,0,0
7862,11277,1.262,1.38,1.19,1.552,1.036,1.544,1.012,1.191,1.002,1.252,4.334,1.302,4.264,0.915,1.497,0.668,0.813,0.662,0.655,0.837,0.961,0.039,0.984,0.778,0,0.294,0,5.007,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.304,0.767,1.148,0.871,5.208,1.113,25.385,1.526,0,0
4135,8201,1.363,1.429,1.263,1.697,1.036,1.711,1.048,1.281,1.163,1.459,4.489,1.473,4.472,0.954,1.637,0.611,0.803,0.645,0.613,0.91,0.991,0.009,0.996,0.83,0,0.209,0,5.837,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.344,0.744,1.218,0.821,5.893,1.15,24.737,1.632,0,0
176,3898,1.511,1.69,1.378,1.994,1.036,1.85,1.029,1.408,1.491,1.793,5.309,1.89,5.225,0.894,1.924,0.52,0.758,0.574,0.556,0.799,0.948,0.052,0.984,0.868,0,0.173,0,7.17,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.447,0.691,1.33,0.752,7.56,1.207,21.2,1.798,1.475,0.963
7554,10989,1.487,1.623,1.381,1.972,1.036,2.019,1.074,1.329,1.478,1.736,5.1,1.77,5.063,0.916,1.903,0.526,0.754,0.569,0.532,0.839,0.981,0.019,0.993,0.85,0,0.327,0,6.945,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.428,0.7,1.332,0.751,7.078,1.209,21.304,1.881,0,0
5059,8935,1.144,1.208,1.116,1.428,1.036,1.359,1.028,1.101,0.865,1.029,3.797,1.05,3.773,0.947,1.378,0.726,0.801,0.642,0.756,0.897,0.98,0.02,0.994,0.695,0,0.182,0,4.114,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.28,0.781,1.077,0.929,4.2,1.076,24.706,1.323,0,0
7406,10875,1.786,1.967,1.841,2.496,1.036,2.495,1.035,1.906,2.492,2.505,6.179,2.53,6.157,0.908,2.408,0.415,0.716,0.512,0.415,0.825,0.99,0.01,0.996,0.969,0,0.165,0,10.021,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.356,0.737,1.776,0.563,10.118,1.438,17.308,2.41,1.853,1.013
9309,12753,1.983,2.084,2.113,2.914,1.036,2.858,1.038,2.093,3.341,3.087,6.546,3.1,6.525,0.952,2.812,0.356,0.68,0.463,0.363,0.905,0.996,0.004,0.997,1.022,0,0.171,0,12.349,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.379,0.725,2.039,0.49,12.402,1.575,18,2.753,1.698,1.201
2573,6878,1.417,1.52,1.214,2.035,1.036,2.034,1.02,1.196,1.34,1.576,4.774,1.583,4.759,0.932,1.964,0.509,0.696,0.485,0.502,0.869,0.996,0.004,0.997,0.748,0,0.191,0,6.306,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.677,0.596,1.171,0.854,6.333,1.125,27.917,1.993,0,0
1346,5417,1.237,1.282,1.222,1.515,1.036,1.542,1.019,1.225,1.004,1.201,4.028,1.213,4.012,0.965,1.462,0.684,0.816,0.667,0.661,0.931,0.991,0.009,0.996,0.766,0,0.18,0,4.806,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.24,0.806,1.179,0.848,4.851,1.129,26.5,1.514,0,0
5730,9513,1.41,1.602,1.298,2.336,1.036,2.22,1.017,1.271,1.644,1.561,5.032,1.621,4.923,0.88,2.255,0.443,0.603,0.364,0.458,0.775,0.963,0.037,0.978,0.645,0,0.356,0.095,6.243,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.8,0.556,1.253,0.798,6.485,1.167,27.308,2.184,1.806,0.954
7206,10687,1.402,1.491,1.202,1.962,1.036,1.921,1.068,1.243,1.279,1.543,4.684,1.572,4.648,0.94,1.894,0.528,0.714,0.51,0.556,0.884,0.981,0.019,0.992,0.759,0,0.181,0,6.172,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.632,0.613,1.161,0.862,6.289,1.119,23.684,1.8,0,0
167,3878,1.623,1.756,1.588,2.364,1.036,2.324,1.059,1.593,2.036,2.069,5.515,2.102,5.47,0.924,2.282,0.438,0.687,0.471,0.456,0.855,0.984,0.016,0.992,0.845,0,0.173,0,8.274,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.489,0.672,1.533,0.652,8.408,1.312,20.4,2.195,1.669,1.21
651,4579,1.27,1.383,1.274,1.812,1.036,1.807,1.015,1.209,1.251,1.267,4.346,1.31,4.292,0.918,1.75,0.572,0.701,0.491,0.562,0.843,0.967,0.033,0.987,0.675,0,0.188,0,5.069,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.422,0.703,1.23,0.813,5.242,1.155,26.316,1.78,0,0
4375,8419,1.374,1.555,1.154,2.021,1.036,2.028,0.961,1.167,1.264,1.483,4.885,1.545,4.778,0.884,1.951,0.512,0.68,0.462,0.474,0.781,0.96,0.04,0.978,0.709,0,0.19,0,5.931,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.751,0.571,1.114,0.898,6.182,1.095,30.417,2.111,1.653,1
3571,7782,1.385,1.65,1.288,1.942,1.036,1.866,0.903,1.33,1.356,1.506,5.182,1.578,4.797,0.839,1.875,0.533,0.713,0.508,0.484,0.705,0.954,0.046,0.926,0.749,0,0.439,0.288,6.023,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.508,0.663,1.243,0.804,6.312,1.162,54.262,2.066,3.222,0.342
581,4482,1.347,1.444,1.197,1.932,1.035,1.93,1.017,1.141,1.254,1.426,4.537,1.445,4.511,0.933,1.866,0.536,0.697,0.486,0.527,0.87,0.986,0.014,0.994,0.713,0,0.337,0.32,5.703,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.614,0.619,1.156,0.865,5.781,1.116,25.5,1.897,0,0
759,4719,1.56,1.647,1.603,2.178,1.035,2.214,0.989,1.62,1.893,1.911,5.175,1.934,5.14,0.947,2.103,0.475,0.716,0.513,0.447,0.897,0.988,0.012,0.993,0.848,0,0.178,0,7.646,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.359,0.736,1.548,0.646,7.736,1.319,18.621,2.238,1.535,1.049
6696,10216,1.801,1.938,1.696,2.53,1.035,2.475,1.062,1.627,2.327,2.549,6.088,2.574,6.069,0.93,2.444,0.409,0.712,0.507,0.429,0.864,0.99,0.01,0.997,0.973,0,0.175,0,10.195,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.491,0.67,1.639,0.61,10.297,1.366,18.333,2.33,1.537,1.287
1425,5508,1.299,1.382,1.142,2.009,1.035,2.01,1.031,1.152,1.244,1.324,4.342,1.334,4.332,0.94,1.941,0.515,0.646,0.418,0.513,0.883,0.993,0.007,0.998,0.637,0,0.188,0,5.298,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.758,0.569,1.104,0.906,5.337,1.089,23,1.95,0,0
5466,9290,1.281,1.385,1.21,2.008,1.035,1.957,0.992,1.177,1.317,1.289,4.35,1.317,4.3,0.925,1.94,0.515,0.638,0.407,0.507,0.856,0.979,0.021,0.988,0.62,0,0.212,0.06,5.155,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.66,0.603,1.169,0.855,5.266,1.123,26.667,1.973,0,0
9522,12983,1.553,1.632,1.5,2.072,1.035,2.058,1.086,1.451,1.685,1.895,5.126,1.93,5.092,0.952,2.002,0.499,0.75,0.562,0.528,0.906,0.982,0.018,0.993,0.883,0,0.189,0,7.581,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.381,0.724,1.449,0.69,7.719,1.268,26.538,1.894,0,0
2910,7192,1.487,1.643,1.56,2.072,1.035,2.019,1.003,1.519,1.752,1.738,5.162,1.774,5.138,0.905,2.002,0.5,0.718,0.515,0.497,0.819,0.98,0.02,0.995,0.81,0,0.187,0,6.95,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.328,0.753,1.508,0.663,7.095,1.298,22.083,2.013,1.436,1.068
5671,9465,1.399,1.514,1.309,2.057,1.035,2.11,1.021,1.339,1.46,1.537,4.755,1.564,4.733,0.924,1.988,0.503,0.68,0.462,0.484,0.854,0.982,0.018,0.995,0.722,0,0.177,0,6.147,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.571,0.637,1.265,0.79,6.258,1.172,23.913,2.067,1.499,1.138
1524,5634,1.419,1.533,1.34,2.052,1.035,2.037,1.023,1.336,1.49,1.58,4.817,1.619,4.769,0.925,1.983,0.504,0.691,0.478,0.502,0.856,0.976,0.024,0.99,0.744,0,0.222,0,6.322,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.532,0.653,1.294,0.773,6.477,1.187,22,1.991,0,0
6531,10072,1.822,1.938,1.959,2.422,1.035,2.379,0.989,1.972,2.571,2.608,6.089,2.673,6.005,0.94,2.34,0.427,0.752,0.566,0.416,0.884,0.975,0.025,0.986,1.04,0,0.162,0,10.431,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.236,0.809,1.893,0.528,10.694,1.497,21.25,2.405,0,0
535,4418,1.417,1.55,1.194,2.056,1.035,2.106,1.028,1.188,1.33,1.576,4.87,1.628,4.822,0.914,1.987,0.503,0.689,0.475,0.488,0.835,0.968,0.032,0.99,0.741,0,0.203,0,6.306,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.722,0.581,1.154,0.867,6.513,1.114,26.667,2.05,0,0
9007,12432,1.239,1.279,1.177,1.428,1.034,1.458,1.086,1.203,0.91,1.206,4.019,1.215,4.005,0.969,1.38,0.725,0.868,0.754,0.745,0.938,0.993,0.007,0.997,0.817,0,0.332,0,4.825,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.213,0.824,1.138,0.879,4.861,1.106,20.556,1.342,0,0
6369,9968,1.383,1.593,1.371,1.912,1.034,1.806,0.994,1.312,1.42,1.502,5.006,1.612,4.718,0.868,1.849,0.541,0.723,0.523,0.551,0.753,0.932,0.068,0.942,0.76,0,0.182,0,6.007,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.394,0.717,1.326,0.754,6.447,1.203,29.375,1.816,2.007,0.718
10056,13679,1.312,1.445,1.2,2.022,1.034,1.82,1.059,1.207,1.313,1.353,4.541,1.393,4.456,0.908,1.956,0.511,0.649,0.421,0.582,0.824,0.971,0.029,0.981,0.647,0,0.224,0,5.41,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.686,0.593,1.16,0.862,5.572,1.117,29,1.719,1.904,0.806
3624,7828,1.203,1.243,1.188,1.397,1.034,1.319,1.08,1.199,0.899,1.137,3.906,1.15,3.892,0.968,1.351,0.74,0.861,0.742,0.819,0.937,0.989,0.011,0.997,0.787,0,0.202,0,4.548,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.176,0.851,1.149,0.87,4.599,1.111,25.238,1.221,0,0
2061,6278,1.329,1.381,1.26,1.608,1.034,1.588,1.074,1.22,1.097,1.386,4.339,1.403,4.313,0.962,1.555,0.643,0.826,0.683,0.677,0.925,0.988,0.012,0.994,0.834,0,0.172,0,5.545,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.276,0.784,1.219,0.821,5.612,1.147,24.4,1.478,0,0
3207,7488,1.304,1.349,1.265,1.669,1.034,1.62,1.058,1.251,1.142,1.336,4.239,1.342,4.232,0.967,1.615,0.619,0.781,0.61,0.653,0.934,0.996,0.004,0.998,0.774,0,0.181,0,5.345,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.32,0.757,1.223,0.817,5.368,1.149,22.778,1.531,0,0
6983,10485,1.603,1.746,1.7,2.229,1.034,2.217,1.008,1.712,2.051,2.017,5.484,2.037,5.457,0.918,2.157,0.464,0.719,0.517,0.455,0.843,0.991,0.009,0.995,0.876,0,0.188,0,8.07,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.311,0.763,1.645,0.608,8.146,1.367,26.4,2.199,1.396,1.164
9390,12834,1.327,1.401,1.231,1.803,1.034,1.801,1.054,1.225,1.201,1.382,4.402,1.396,4.386,0.947,1.745,0.573,0.736,0.541,0.585,0.897,0.99,0.01,0.996,0.742,0,0.19,0,5.529,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.465,0.682,1.191,0.84,5.583,1.132,21.667,1.709,0,0
6212,9843,1.174,1.23,1.095,1.459,1.033,1.466,0.993,1.105,0.865,1.082,3.864,1.096,3.84,0.954,1.412,0.708,0.804,0.647,0.677,0.911,0.987,0.013,0.994,0.718,0,0.28,0,4.328,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.332,0.751,1.06,0.943,4.386,1.064,21.111,1.477,0,0
1729,5887,1.362,1.466,1.136,2.126,1.033,2.156,1.042,1.141,1.307,1.456,4.606,1.478,4.572,0.929,2.058,0.486,0.64,0.41,0.484,0.863,0.985,0.015,0.993,0.663,0,0.424,0.322,5.825,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.872,0.534,1.099,0.91,5.912,1.085,26.957,2.068,1.373,1.255
1471,5560,1.239,1.314,1.158,1.667,1.033,1.616,1.033,1.178,1.044,1.206,4.127,1.228,4.091,0.943,1.613,0.62,0.744,0.553,0.639,0.89,0.982,0.018,0.991,0.701,0,0.322,0.068,4.825,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.44,0.695,1.121,0.892,4.913,1.095,24.4,1.565,0,0
7282,10746,1.668,1.837,1.715,2.379,1.033,2.32,0.976,1.679,2.206,2.186,5.77,2.28,5.606,0.908,2.304,0.434,0.701,0.492,0.421,0.825,0.959,0.041,0.972,0.89,0,0.172,0,8.745,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.388,0.721,1.661,0.602,9.119,1.374,29.024,2.376,1.607,0.846
7472,10937,1.471,1.593,1.437,2.146,1.033,2.133,1.046,1.404,1.668,1.7,5.006,1.735,4.971,0.923,2.079,0.481,0.685,0.47,0.49,0.853,0.98,0.02,0.993,0.767,0,0.308,0,6.801,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.494,0.669,1.391,0.719,6.941,1.235,22.222,2.04,1.524,1.09
3866,8047,1.367,1.433,1.467,1.912,1.033,1.781,1.004,1.405,1.516,1.468,4.503,1.497,4.455,0.954,1.852,0.54,0.715,0.512,0.564,0.91,0.981,0.019,0.989,0.744,0,0.218,0,5.874,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.303,0.767,1.421,0.704,5.988,1.25,28.214,1.773,0,0
2543,6848,1.473,1.557,1.248,2.138,1.032,2.168,1.04,1.295,1.442,1.704,4.893,1.711,4.886,0.946,2.071,0.483,0.689,0.475,0.48,0.894,0.996,0.004,0.999,0.772,0,0.175,0,6.816,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.714,0.584,1.208,0.828,6.845,1.14,18.571,2.084,0,0
2244,6485,1.325,1.382,1.289,1.805,1.032,1.728,1.016,1.246,1.258,1.378,4.343,1.393,4.309,0.958,1.749,0.572,0.734,0.539,0.588,0.918,0.989,0.011,0.992,0.74,0,0.442,1.17,5.514,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.4,0.714,1.249,0.801,5.574,1.161,35.556,1.7,0,0
1866,6036,1.476,1.607,1.213,2.112,1.032,2.201,1.067,1.205,1.385,1.712,5.047,1.742,5.018,0.919,2.047,0.489,0.699,0.488,0.485,0.844,0.983,0.017,0.994,0.785,0,0.196,0,6.848,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.741,0.574,1.176,0.851,6.968,1.123,21.667,2.064,0,0
2554,6862,1.089,1.122,1.104,1.223,1.032,1.168,1.038,1.127,0.73,0.931,3.526,0.941,3.509,0.97,1.185,0.844,0.89,0.792,0.889,0.941,0.989,0.011,0.995,0.737,0,0.225,0,3.722,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.107,0.903,1.07,0.934,3.762,1.068,22.941,1.125,0,0
2809,7100,1.523,1.602,1.507,2.009,1.032,1.985,1.059,1.501,1.635,1.823,5.032,1.851,5.006,0.951,1.947,0.514,0.758,0.575,0.533,0.905,0.985,0.015,0.995,0.88,0,0.176,0,7.291,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.333,0.75,1.46,0.685,7.403,1.269,21.923,1.875,0,0
7960,11368,1.123,1.172,1.109,1.389,1.032,1.289,1.023,1.117,0.832,0.99,3.682,1.009,3.645,0.958,1.346,0.743,0.808,0.654,0.794,0.917,0.981,0.019,0.99,0.691,0,0.335,0.141,3.959,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.252,0.799,1.075,0.93,4.035,1.07,23.333,1.26,0,0
9172,12597,1.751,1.828,1.752,2.413,1.032,2.297,1.024,1.714,2.284,2.409,5.743,2.46,5.682,0.958,2.339,0.428,0.726,0.527,0.446,0.918,0.979,0.021,0.989,0.968,0,0.167,0,9.635,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.377,0.726,1.699,0.589,9.839,1.392,21.212,2.243,0,0
1017,5015,1.289,1.352,1.303,1.614,1.032,1.566,1.039,1.299,1.136,1.304,4.249,1.319,4.231,0.953,1.565,0.639,0.798,0.637,0.664,0.908,0.989,0.011,0.996,0.783,0,0.184,0,5.218,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.239,0.807,1.263,0.792,5.275,1.167,24.545,1.507,0,0
4901,8824,1.285,1.326,1.216,1.671,1.032,1.578,1.076,1.237,1.097,1.298,4.166,1.307,4.153,0.969,1.62,0.617,0.769,0.592,0.682,0.94,0.993,0.007,0.997,0.753,0,0.192,0,5.191,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.375,0.727,1.179,0.848,5.226,1.124,25,1.466,0,0
1909,6075,1.185,1.236,1.164,1.409,1.032,1.386,0.987,1.188,0.886,1.103,3.883,1.12,3.858,0.959,1.366,0.732,0.841,0.707,0.712,0.919,0.985,0.015,0.993,0.759,0,0.176,0,4.411,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.21,0.826,1.129,0.886,4.479,1.098,27,1.405,0,0
2635,6937,1.32,1.386,1.276,1.624,1.031,1.604,1.054,1.278,1.119,1.368,4.355,1.395,4.306,0.952,1.575,0.635,0.813,0.661,0.657,0.907,0.981,0.019,0.989,0.817,0,0.198,0,5.474,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.273,0.785,1.237,0.809,5.581,1.154,27.778,1.523,0,0
5211,9077,1.434,1.505,1.393,1.843,1.031,1.794,1.051,1.401,1.386,1.615,4.727,1.633,4.708,0.953,1.787,0.56,0.778,0.605,0.586,0.908,0.989,0.011,0.996,0.85,0,0.19,0,6.46,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.323,0.756,1.351,0.74,6.534,1.212,19.167,1.706,0,0
4722,8665,1.409,1.506,1.232,1.892,1.031,1.966,1.069,1.215,1.258,1.559,4.732,1.587,4.696,0.935,1.834,0.545,0.745,0.554,0.543,0.875,0.982,0.018,0.992,0.799,0,0.183,0,6.234,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.536,0.651,1.194,0.837,6.349,1.131,23.846,1.84,0,0
9735,13224,1.282,1.377,1.271,1.571,1.031,1.516,0.999,1.289,1.077,1.29,4.327,1.332,4.244,0.931,1.523,0.657,0.816,0.666,0.659,0.866,0.969,0.031,0.981,0.797,0,0.386,1.146,5.161,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.236,0.809,1.232,0.812,5.326,1.151,32.069,1.517,1.57,0.837
8406,11815,1.407,1.493,1.338,1.758,1.031,1.718,1.018,1.314,1.27,1.555,4.69,1.59,4.618,0.943,1.705,0.587,0.8,0.641,0.593,0.888,0.978,0.022,0.985,0.858,0,0.176,0,6.22,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.314,0.761,1.298,0.77,6.361,1.185,26.8,1.687,0,0
9691,13172,1.293,1.325,1.312,1.6,1.031,1.497,1.058,1.302,1.133,1.313,4.161,1.323,4.146,0.976,1.552,0.644,0.808,0.653,0.707,0.953,0.992,0.008,0.996,0.796,0,0.276,0,5.251,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.22,0.82,1.272,0.786,5.291,1.171,26.923,1.415,0,0
4114,8179,1.431,1.54,1.29,2.135,1.031,2.167,1.021,1.254,1.487,1.609,4.837,1.645,4.789,0.93,2.071,0.483,0.67,0.449,0.471,0.864,0.978,0.022,0.99,0.731,0,0.18,0,6.436,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.655,0.604,1.252,0.799,6.581,1.161,28.529,2.122,0,0
6412,10001,1.494,1.595,1.55,1.99,1.031,1.94,1.024,1.533,1.665,1.753,5.012,1.785,4.977,0.936,1.931,0.518,0.751,0.564,0.528,0.877,0.982,0.018,0.993,0.855,0,0.185,0,7.011,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.284,0.779,1.504,0.665,7.14,1.29,21.786,1.895,0,0
8781,12188,1.379,1.577,1.123,2.237,1.031,2.171,0.977,1.071,1.356,1.493,4.953,1.527,4.924,0.874,2.171,0.461,0.616,0.38,0.45,0.765,0.978,0.022,0.994,0.647,0,0.203,0,5.971,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.991,0.502,1.09,0.917,6.106,1.077,23.684,2.222,1.569,0.958
7674,11092,1.391,1.512,1.273,1.938,1.031,1.949,0.985,1.278,1.332,1.519,4.75,1.543,4.718,0.92,1.881,0.532,0.718,0.515,0.505,0.846,0.985,0.015,0.993,0.761,0,0.273,0,6.077,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.522,0.657,1.235,0.809,6.172,1.152,21.6,1.98,0,0
851,4839,1.297,1.347,1.315,1.607,1.03,1.564,1.015,1.333,1.14,1.321,4.23,1.338,4.201,0.963,1.559,0.641,0.807,0.651,0.649,0.927,0.987,0.013,0.993,0.798,0,0.41,0.322,5.282,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.222,0.819,1.276,0.784,5.351,1.173,24.211,1.54,0,0
7518,10969,1.33,1.427,1.279,1.697,1.03,1.688,1.091,1.267,1.17,1.389,4.484,1.437,4.406,0.932,1.647,0.607,0.784,0.614,0.646,0.868,0.966,0.034,0.983,0.794,0,0.42,0.32,5.554,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.327,0.754,1.241,0.806,5.748,1.154,27.692,1.548,1.294,1.07
6788,10292,1.241,1.3,1.232,1.471,1.03,1.427,1.005,1.277,0.978,1.209,4.083,1.221,4.063,0.955,1.428,0.7,0.843,0.711,0.705,0.911,0.99,0.01,0.995,0.797,0,0.308,0.196,4.835,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.194,0.837,1.196,0.836,4.885,1.131,21.905,1.419,0,0
2536,6836,1.457,1.525,1.466,1.809,1.03,1.736,1.048,1.516,1.431,1.666,4.791,1.685,4.759,0.955,1.756,0.569,0.805,0.648,0.604,0.912,0.989,0.011,0.993,0.894,0,0.179,0,6.665,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.234,0.81,1.423,0.703,6.741,1.248,25.652,1.656,0,0
981,4980,1.417,1.505,1.388,1.805,1.03,1.75,0.963,1.355,1.351,1.576,4.727,1.6,4.705,0.942,1.753,0.571,0.785,0.616,0.55,0.886,0.985,0.015,0.995,0.847,0,0.179,0,6.304,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.301,0.769,1.347,0.742,6.4,1.209,22.222,1.817,0,0
2584,6894,1.371,1.419,1.313,1.751,1.03,1.705,1.085,1.32,1.24,1.477,4.459,1.488,4.448,0.966,1.7,0.588,0.783,0.613,0.636,0.934,0.993,0.007,0.998,0.819,0,0.177,0,5.908,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.334,0.75,1.275,0.784,5.951,1.172,21.429,1.572,0,0
4843,8772,1.456,1.499,1.439,1.865,1.03,1.824,1.026,1.453,1.447,1.665,4.709,1.68,4.681,0.971,1.811,0.552,0.781,0.609,0.562,0.943,0.991,0.009,0.994,0.867,0,0.427,0.13,6.659,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.296,0.772,1.397,0.716,6.718,1.234,23.333,1.778,0,0
1655,5791,1.505,1.687,1.37,2.468,1.03,2.347,1.077,1.344,1.823,1.778,5.301,1.854,5.207,0.892,2.396,0.417,0.61,0.372,0.459,0.795,0.959,0.041,0.982,0.7,0,0.205,0,7.113,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.801,0.555,1.33,0.752,7.417,1.2,23.462,2.18,1.886,1.104
3232,7509,1.225,1.266,1.236,1.377,1.03,1.347,1.046,1.258,0.918,1.179,3.977,1.194,3.95,0.968,1.337,0.748,0.89,0.792,0.777,0.937,0.987,0.013,0.993,0.831,0,0.178,0,4.716,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.114,0.898,1.2,0.833,4.777,1.133,27.273,1.288,0,0
2586,6896,1.241,1.305,1.273,1.628,1.03,1.525,1.05,1.249,1.118,1.209,4.098,1.233,4.067,0.951,1.581,0.633,0.762,0.581,0.688,0.905,0.981,0.019,0.992,0.721,0,0.191,0,4.837,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.279,0.782,1.236,0.809,4.931,1.152,27.895,1.453,0,0
7161,10634,1.168,1.229,1.101,1.627,1.03,1.547,0.991,1.099,0.966,1.071,3.862,1.084,3.84,0.95,1.58,0.633,0.718,0.515,0.641,0.902,0.988,0.012,0.994,0.639,0,0.281,0,4.284,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.477,0.677,1.069,0.935,4.336,1.066,25.238,1.561,0,0
1288,5353,1.349,1.406,1.394,1.687,1.03,1.641,0.997,1.382,1.268,1.43,4.418,1.445,4.394,0.96,1.639,0.61,0.8,0.639,0.607,0.921,0.989,0.011,0.995,0.823,0,0.177,0,5.719,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.21,0.826,1.354,0.739,5.781,1.212,20,1.646,0,0
9294,12731,1.101,1.129,1.066,1.241,1.03,1.251,1.024,1.096,0.713,0.952,3.547,0.96,3.529,0.975,1.206,0.829,0.887,0.786,0.818,0.951,0.992,0.008,0.995,0.745,0,0.418,0.668,3.808,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.165,0.858,1.035,0.966,3.839,1.048,32.174,1.222,0,0
