Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width
2666,18018,3.24,3.631,2.847,4.713,1.932,4.661,1.94,2.834,13.572,8.247,11.407,8.318,11.324,0.892,2.44,0.41,0.687,0.473,0.416,0.796,0.991,0.009,0.993,0.906,0,0.154,0,32.988,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.656,0.604,1.473,0.679,33.271,2.389,25.306,2.403,3.454,2.25
831,8482,2.691,3.808,3.296,4.868,1.931,3.622,1.904,3.133,16.222,5.687,11.963,7.209,10.292,0.707,2.521,0.397,0.553,0.306,0.526,0.499,0.789,0.211,0.86,0.605,0,0.348,0,22.747,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.477,0.677,1.707,0.586,28.838,2.613,24.255,1.902,5.309,1.516
484,7132,2.755,3.102,2.083,4.277,1.931,4.271,1.914,2.171,9.005,5.96,9.745,6.111,9.526,0.888,2.215,0.451,0.644,0.415,0.448,0.789,0.975,0.025,0.977,0.722,0,0.16,0,23.839,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.053,0.487,1.079,0.927,24.442,2.007,28.07,2.231,3.235,2.093
1499,10523,2.667,2.875,2.817,3.724,1.93,3.335,1.86,2.723,10.6,5.587,9.031,5.81,8.854,0.928,1.929,0.518,0.716,0.513,0.558,0.861,0.962,0.038,0.98,0.777,0,0.158,0,22.349,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.322,0.756,1.459,0.685,23.241,2.373,24.364,1.793,0,0
2298,14449,3.274,3.631,3.438,4.666,1.928,4.503,1.831,3.341,16.199,8.417,11.408,8.615,11.185,0.902,2.42,0.413,0.702,0.492,0.407,0.813,0.977,0.023,0.98,0.935,0,0.165,0,33.668,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.357,0.737,1.783,0.561,34.459,2.683,21.957,2.459,3.032,1.954
595,7639,3.366,3.651,3.642,4.164,1.928,4.327,1.886,3.697,15.308,8.898,11.469,9.127,11.26,0.922,2.16,0.463,0.808,0.653,0.436,0.85,0.975,0.025,0.982,1.108,0,0.16,0,35.592,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.143,0.875,1.889,0.529,36.507,2.785,22.157,2.294,3.472,2.034
1685,11278,2.83,3.282,2.447,3.985,1.928,4.076,1.795,2.539,9.845,6.29,10.311,6.612,9.954,0.862,2.067,0.484,0.71,0.504,0.44,0.744,0.951,0.049,0.965,0.819,0,0.16,0,25.16,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.628,0.614,1.269,0.788,26.45,2.188,25.37,2.271,3.71,1.284
1211,9516,2.399,2.634,2.358,3.511,1.928,3.357,1.959,2.249,8.357,4.52,8.275,4.673,7.965,0.911,1.821,0.549,0.683,0.467,0.584,0.83,0.967,0.033,0.963,0.668,0,0.169,0,18.079,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.489,0.672,1.223,0.818,18.693,2.143,30.227,1.714,2.873,1.904
853,8532,2.224,2.297,2.245,2.493,1.928,2.478,1.956,2.266,5.65,3.886,7.217,3.933,7.156,0.968,1.293,0.773,0.892,0.796,0.789,0.938,0.988,0.012,0.992,0.808,0,0.199,0,15.543,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.111,0.9,1.165,0.859,15.731,2.086,24.865,1.267,0,0
2914,21596,2.914,3.181,2.646,3.772,1.928,3.913,1.946,2.568,10.073,6.67,9.993,6.831,9.895,0.916,1.957,0.511,0.773,0.597,0.497,0.839,0.976,0.024,0.99,0.917,0,0.153,0,26.681,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.425,0.702,1.373,0.728,27.325,2.287,23.333,2.01,0,0
219,5869,2.209,2.346,2.172,2.915,1.928,2.81,1.95,2.127,6.392,3.833,7.369,3.925,7.253,0.942,1.512,0.661,0.758,0.574,0.694,0.887,0.977,0.023,0.984,0.682,0,0.165,0,15.332,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.342,0.745,1.127,0.887,15.7,2.05,21.795,1.441,0,0
2052,12914,2.965,3.493,2.06,4.91,1.927,5.047,1.809,2.061,10.204,6.906,10.974,7.139,10.747,0.849,2.548,0.392,0.604,0.365,0.358,0.721,0.967,0.033,0.979,0.73,0,0.176,0,27.622,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.384,0.42,1.069,0.935,28.557,1.993,22.308,2.791,3.988,1.873
1029,9000,2.262,2.515,2.283,2.824,1.926,2.688,1.813,2.254,6.504,4.02,7.9,4.177,7.522,0.9,1.466,0.682,0.801,0.642,0.675,0.809,0.962,0.038,0.952,0.739,0,0.156,0,16.079,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.237,0.809,1.185,0.844,16.709,2.105,33.404,1.482,2.641,1.513
1175,9402,3.074,3.628,2.113,4.778,1.925,4.889,1.872,2.128,10.179,7.423,11.399,7.6,11.117,0.847,2.482,0.403,0.643,0.414,0.383,0.718,0.977,0.023,0.975,0.807,0,0.168,0,29.693,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.261,0.442,1.097,0.911,30.4,2.019,26.491,2.611,4.419,1.591
2727,18908,2.634,2.88,2.7,3.28,1.925,3.231,1.915,2.499,8.925,5.451,9.048,5.617,8.767,0.915,1.703,0.587,0.803,0.645,0.593,0.837,0.971,0.029,0.969,0.863,0,0.152,0,21.804,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.215,0.823,1.402,0.713,22.467,2.312,25.862,1.688,2.819,1.926
25,4461,3.246,3.526,3.16,4.408,1.925,4.526,1.833,3.121,14.038,8.278,11.076,8.39,11.013,0.921,2.29,0.437,0.737,0.543,0.405,0.848,0.987,0.013,0.994,0.976,0,0.159,0,33.111,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.395,0.717,1.642,0.609,33.559,2.542,14.884,2.47,3.159,1.924
915,8690,3.627,4.065,4.046,4.548,1.925,4.68,1.901,4.062,18.545,10.33,12.77,10.762,12.203,0.892,2.363,0.423,0.797,0.636,0.406,0.796,0.96,0.04,0.956,1.18,0,0.165,0,41.322,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.124,0.89,2.102,0.476,43.048,2.985,27.612,2.461,4.358,1.507
3218,28685,2.498,2.596,2.421,3.226,1.924,3.234,1.956,2.47,7.871,4.9,8.155,4.942,8.108,0.962,1.677,0.596,0.774,0.599,0.605,0.926,0.991,0.009,0.994,0.789,0,0.16,0,19.599,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.332,0.751,1.258,0.795,19.767,2.173,18.049,1.653,0,0
3316,29354,2.484,2.635,2.571,3.047,1.924,2.817,1.924,2.604,7.894,4.846,8.28,4.975,8.119,0.942,1.584,0.631,0.815,0.664,0.683,0.888,0.974,0.026,0.981,0.826,0,0.175,0,19.383,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.185,0.844,1.336,0.748,19.899,2.248,25.116,1.464,0,0
427,6897,2.731,2.996,2.369,4.335,1.924,4.336,1.947,2.362,10.343,5.858,9.414,6.047,9.292,0.911,2.253,0.444,0.63,0.397,0.449,0.831,0.969,0.031,0.987,0.702,0,0.178,0,23.432,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.83,0.546,1.231,0.812,24.188,2.146,25,2.227,2.903,2.446
699,7989,2.62,2.809,2.322,3.311,1.923,3.356,1.986,2.36,7.743,5.391,8.826,5.454,8.763,0.933,1.721,0.581,0.791,0.626,0.592,0.87,0.988,0.012,0.993,0.847,0,0.157,0,21.566,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.426,0.701,1.208,0.828,21.817,2.123,20.789,1.69,0,0
3167,28332,2.569,2.815,2.702,3.104,1.923,3.023,1.933,2.632,8.443,5.183,8.844,5.362,8.555,0.913,1.614,0.62,0.828,0.685,0.639,0.833,0.967,0.033,0.967,0.868,0,0.183,0,20.731,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.149,0.87,1.405,0.712,21.447,2.312,25.4,1.564,2.552,1.752
2753,19293,3.17,3.363,3.151,3.877,1.922,3.872,2.008,3.157,12.295,7.892,10.564,8.012,10.35,0.943,2.017,0.496,0.818,0.669,0.519,0.889,0.985,0.015,0.98,1.059,0,0.171,0,31.566,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.23,0.813,1.639,0.61,32.049,2.537,23.929,1.928,3.396,2.313
4170,39832,3.129,3.473,3.029,4.411,1.922,4.172,1.945,3.016,13.446,7.69,10.912,7.936,10.738,0.901,2.295,0.436,0.709,0.503,0.466,0.812,0.969,0.031,0.984,0.907,0,0.167,0,30.761,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.456,0.687,1.576,0.635,31.744,2.475,19.815,2.145,3.177,2.163
1686,11279,2.605,2.89,2.549,3.922,1.922,3.94,1.857,2.425,10.058,5.331,9.08,5.567,8.871,0.901,2.04,0.49,0.664,0.441,0.471,0.812,0.958,0.042,0.977,0.707,0,0.224,0,21.324,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.539,0.65,1.326,0.754,22.267,2.235,23.143,2.122,2.914,2.284
2458,15651,3.303,3.934,2.711,6.187,1.921,6.336,1.901,2.611,16.873,8.569,12.358,8.896,12.019,0.84,3.22,0.311,0.534,0.285,0.3,0.705,0.963,0.037,0.973,0.721,0,0.162,0,34.277,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.282,0.438,1.411,0.709,35.584,2.316,22.361,3.333,5.435,2.077
1429,10231,2.842,3.273,2.788,3.987,1.921,4.026,1.745,2.699,11.183,6.344,10.283,6.716,9.686,0.868,2.076,0.482,0.713,0.508,0.433,0.754,0.945,0.055,0.942,0.828,0,0.17,0,25.375,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.43,0.699,1.452,0.689,26.864,2.355,28.654,2.307,3.619,1.687
308,6341,3.175,3.5,2.635,5.554,1.921,5.521,1.882,2.655,14.718,7.92,10.995,8.053,10.806,0.907,2.891,0.346,0.572,0.327,0.341,0.823,0.983,0.017,0.983,0.742,0,0.161,0,31.679,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.107,0.475,1.372,0.729,32.212,2.278,20.741,2.934,3.816,2.832
3106,27112,2.482,2.777,2.429,3.323,1.92,3.148,1.829,2.459,8.113,4.839,8.723,5.078,8.321,0.894,1.731,0.578,0.747,0.558,0.581,0.799,0.953,0.047,0.954,0.759,0,0.165,0,19.358,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.368,0.731,1.265,0.79,20.314,2.174,27.833,1.721,3.034,1.768
2064,12974,3.098,3.571,3.165,5.614,1.92,6.034,1.689,2.968,17.855,7.539,11.22,7.793,11.092,0.868,2.925,0.342,0.552,0.305,0.28,0.753,0.967,0.033,0.989,0.7,0,0.166,0,30.157,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.774,0.564,1.649,0.607,31.17,2.542,16.905,3.573,5.072,1.477
3840,34372,2.928,3.238,2.709,4.185,1.919,3.981,1.809,2.731,11.389,6.733,10.171,6.892,10.021,0.904,2.181,0.459,0.7,0.49,0.454,0.818,0.977,0.023,0.985,0.838,0,0.15,0,26.932,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.545,0.647,1.412,0.708,27.568,2.314,17.647,2.201,0,0
3143,27932,2.498,2.686,2.565,3.137,1.919,3.092,1.997,2.614,8.085,4.903,8.438,5.025,8.344,0.93,1.635,0.612,0.796,0.634,0.646,0.865,0.976,0.024,0.989,0.814,0,0.174,0,19.611,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.223,0.818,1.337,0.748,20.101,2.242,15.588,1.548,0,0
3524,30917,2.766,3.235,2.337,4.851,1.919,4.673,1.869,2.253,11.392,6.009,10.163,6.273,9.957,0.855,2.528,0.396,0.57,0.325,0.4,0.731,0.958,0.042,0.98,0.646,0,0.228,0,24.037,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.075,0.482,1.218,0.821,25.093,2.128,21.852,2.5,3.85,1.793
1554,10778,2.192,2.24,2.08,2.695,1.917,2.647,1.925,2.056,5.628,3.775,7.037,3.785,7.019,0.979,1.406,0.711,0.813,0.662,0.727,0.958,0.997,0.003,0.997,0.731,0,0.17,0,15.099,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.296,0.772,1.085,0.922,15.141,1.999,13.2,1.375,0,0
3548,31073,2.605,2.773,2.507,3.713,1.917,3.44,1.879,2.506,9.344,5.332,8.712,5.41,8.649,0.94,1.937,0.516,0.702,0.492,0.546,0.883,0.985,0.015,0.993,0.749,0,0.161,0,21.327,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.481,0.675,1.307,0.765,21.642,2.212,16.286,1.83,0,0
2131,13367,2.251,2.38,2.183,2.774,1.917,2.77,1.884,2.18,6.078,3.981,7.477,4.056,7.357,0.946,1.447,0.691,0.812,0.659,0.68,0.895,0.982,0.018,0.984,0.749,0,0.155,0,15.923,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.271,0.787,1.139,0.878,16.223,2.05,28.605,1.47,0,0
469,7092,2.426,2.53,2.478,2.807,1.917,2.779,1.945,2.465,6.983,4.622,7.95,4.668,7.901,0.959,1.465,0.683,0.864,0.747,0.7,0.919,0.99,0.01,0.994,0.859,0,0.168,0,18.488,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.133,0.883,1.293,0.773,18.671,2.198,20.313,1.428,0,0
1446,10307,2.255,2.377,2.025,3.121,1.916,3.037,1.853,1.994,6.339,3.992,7.468,4.054,7.368,0.948,1.629,0.614,0.722,0.522,0.61,0.899,0.985,0.015,0.987,0.668,0,0.16,0,15.968,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.541,0.649,1.057,0.946,16.215,1.97,21.915,1.639,0,0
3120,27484,2.595,2.764,2.696,3.224,1.915,2.984,1.938,2.705,8.719,5.287,8.682,5.378,8.622,0.939,1.683,0.594,0.805,0.647,0.649,0.881,0.983,0.017,0.993,0.856,0,0.171,0,21.149,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.196,0.836,1.408,0.71,21.511,2.306,16.471,1.54,0,0
4013,37751,3.169,3.345,3.282,4.07,1.915,4.115,1.852,3.236,13.395,7.886,10.509,7.993,10.416,0.947,2.126,0.47,0.779,0.606,0.45,0.897,0.987,0.013,0.991,1.012,0,0.162,0,31.544,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.24,0.806,1.714,0.583,31.972,2.599,23.265,2.223,2.387,2.211
3178,28418,2.797,3.007,2.434,4.378,1.915,4.461,1.934,2.51,10.685,6.144,9.446,6.205,9.375,0.93,2.287,0.437,0.639,0.408,0.433,0.865,0.99,0.01,0.992,0.733,0,0.174,0,24.578,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.799,0.556,1.272,0.786,24.818,2.174,22.444,2.307,3.156,2.232
3932,36408,2.841,3.035,2.809,4.182,1.913,4.163,1.906,2.749,11.771,6.341,9.535,6.39,9.475,0.936,2.186,0.457,0.679,0.462,0.458,0.877,0.992,0.008,0.994,0.792,0,0.267,0,25.365,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.489,0.672,1.468,0.681,25.559,2.361,23.75,2.184,0,0
3448,30245,2.478,2.581,2.364,3.173,1.913,3.102,1.878,2.333,7.514,4.824,8.108,4.853,8.068,0.96,1.659,0.603,0.781,0.61,0.605,0.922,0.994,0.006,0.995,0.795,0,0.15,0,19.297,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.343,0.745,1.235,0.809,19.413,2.138,17.895,1.652,0,0
3198,28535,2.189,2.415,2.294,2.667,1.912,2.579,1.804,2.262,6.125,3.763,7.587,3.951,7.391,0.906,1.395,0.717,0.821,0.674,0.699,0.821,0.952,0.048,0.974,0.738,0,0.173,0,15.05,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.163,0.86,1.199,0.834,15.804,2.103,28.182,1.43,0,0
223,5883,3.385,3.744,3.237,4.882,1.912,4.705,1.891,3.149,15.821,9.002,11.762,9.155,11.547,0.904,2.554,0.392,0.693,0.481,0.402,0.818,0.983,0.017,0.982,0.964,0,0.173,0,36.007,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.508,0.663,1.693,0.591,36.622,2.574,23.036,2.488,3.707,1.803
1067,9070,2.315,2.707,2.43,2.833,1.91,2.75,1.795,2.399,6.884,4.208,8.504,4.478,7.735,0.855,1.483,0.674,0.817,0.668,0.653,0.731,0.94,0.06,0.91,0.778,0,0.192,0,16.833,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.166,0.858,1.272,0.786,17.912,2.17,35,1.532,2.862,1.335
2767,19462,2.626,2.84,2.642,3.471,1.91,3.396,1.868,2.715,9.169,5.415,8.922,5.533,8.823,0.925,1.817,0.55,0.757,0.572,0.55,0.855,0.979,0.021,0.989,0.817,0,0.173,0,21.662,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.314,0.761,1.383,0.723,22.131,2.276,22.667,1.818,0,0
3390,29755,3.242,3.835,2.397,4.912,1.91,5.163,1.857,2.483,11.778,8.253,12.049,8.631,11.774,0.845,2.572,0.389,0.66,0.435,0.36,0.714,0.956,0.044,0.977,0.88,0,0.158,0,33.013,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.049,0.488,1.255,0.797,34.526,2.154,23.208,2.78,4.025,1.988
3385,29709,2.77,2.965,2.278,3.66,1.91,3.836,2.034,2.365,8.341,6.028,9.316,6.114,9.198,0.934,1.916,0.522,0.757,0.573,0.53,0.873,0.986,0.014,0.987,0.862,0,0.166,0,24.11,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.607,0.622,1.193,0.838,24.454,2.094,24.043,1.886,0,0
3140,27892,2.756,3.18,2.264,4.019,1.91,4.032,1.81,2.124,9.1,5.966,9.989,6.147,9.899,0.867,2.104,0.475,0.686,0.47,0.449,0.751,0.971,0.029,0.991,0.777,0,0.162,0,23.863,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.775,0.563,1.185,0.844,24.586,2.087,15.476,2.228,3.386,1.531
2481,15814,2.405,2.603,2.294,3.873,1.91,3.628,1.903,2.269,8.887,4.541,8.176,4.666,8.017,0.924,2.028,0.493,0.621,0.385,0.524,0.854,0.973,0.027,0.98,0.614,0,0.158,0,18.165,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.688,0.592,1.201,0.832,18.663,2.102,21.795,1.907,0,0
3711,32709,2.412,2.54,2.268,3.146,1.909,3.1,1.89,2.225,7.133,4.571,7.98,4.605,7.941,0.95,1.647,0.607,0.767,0.588,0.61,0.902,0.993,0.007,0.995,0.761,0,0.168,0,18.283,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.387,0.721,1.188,0.842,18.421,2.089,16.552,1.64,0,0
3498,30745,2.367,2.53,2.085,3.164,1.909,3.097,1.937,2.078,6.593,4.401,7.947,4.457,7.888,0.936,1.658,0.603,0.748,0.56,0.625,0.876,0.987,0.013,0.993,0.729,0,0.17,0,17.604,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.517,0.659,1.092,0.915,17.829,1.997,32.326,1.599,0,0
2507,16007,2.783,2.965,2.761,3.423,1.909,3.414,1.838,2.769,9.443,6.083,9.315,6.198,9.16,0.939,1.793,0.558,0.813,0.661,0.538,0.881,0.982,0.018,0.983,0.931,0,0.163,0,24.334,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.24,0.807,1.447,0.691,24.791,2.335,22.791,1.858,0,0
1323,9930,2.887,3.011,2.978,3.509,1.908,3.566,1.994,2.98,10.44,6.544,9.46,6.611,9.379,0.959,1.839,0.544,0.823,0.677,0.559,0.919,0.99,0.01,0.991,0.977,0,0.17,0,26.176,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.178,0.849,1.561,0.641,26.446,2.443,19.778,1.789,0,0
529,7302,2.898,3.169,2.391,4.54,1.907,4.705,1.917,2.37,10.844,6.594,9.957,6.679,9.799,0.914,2.38,0.42,0.638,0.407,0.408,0.836,0.987,0.013,0.984,0.761,0,0.163,0,26.378,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.899,0.527,1.254,0.798,26.716,2.149,25,2.454,3.176,2.57
3509,30824,2.461,2.599,2.265,3.064,1.907,3.113,1.91,2.242,6.93,4.757,8.166,4.839,8.058,0.947,1.607,0.622,0.803,0.645,0.614,0.896,0.983,0.017,0.987,0.814,0,0.158,0,19.028,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.353,0.739,1.188,0.842,19.355,2.086,18.6,1.63,0,0
1777,11656,2.977,3.142,2.498,3.986,1.907,4.038,1.904,2.524,9.939,6.96,9.87,6.981,9.831,0.948,2.09,0.478,0.747,0.558,0.471,0.898,0.997,0.003,0.996,0.916,0,0.158,0,27.838,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.596,0.627,1.31,0.763,27.924,2.202,15.526,2.121,0,0
1991,12665,3.893,4.248,4.168,5.454,1.905,5.244,1.972,4.005,22.678,11.905,13.344,12.103,13.201,0.917,2.862,0.349,0.714,0.51,0.376,0.84,0.984,0.016,0.989,1.146,0,0.159,0,47.621,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.308,0.764,2.188,0.457,48.413,3.037,16.226,2.659,3.884,1.907
2525,16251,3.18,3.499,2.817,5.215,1.905,5.029,1.862,2.886,14.653,7.942,10.993,8.091,10.911,0.909,2.738,0.365,0.61,0.372,0.37,0.826,0.982,0.018,0.993,0.799,0,0.162,0,31.77,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.852,0.54,1.479,0.676,32.366,2.361,17.381,2.7,2.645,2.321
30,4514,2.642,3.148,2.781,3.875,1.905,3.737,1.792,2.801,10.75,5.484,9.89,5.958,9.233,0.839,2.034,0.492,0.682,0.465,0.48,0.704,0.92,0.08,0.934,0.743,0,0.162,0,21.935,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.393,0.718,1.46,0.685,23.83,2.343,31.167,2.085,3.538,1.448
1630,11110,2.95,3.221,3.129,3.893,1.905,3.773,1.954,3.093,12.151,6.836,10.119,7.004,9.742,0.916,2.044,0.489,0.758,0.574,0.518,0.839,0.976,0.024,0.963,0.922,0,0.158,0,27.344,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.244,0.804,1.643,0.609,28.017,2.517,24.364,1.931,2.757,2.532
2942,21957,2.8,3.161,2.294,4.548,1.905,4.513,1.804,2.222,10.405,6.158,9.929,6.238,9.87,0.886,2.388,0.419,0.616,0.379,0.4,0.785,0.987,0.013,0.994,0.711,0,0.174,0,24.632,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.983,0.504,1.204,0.83,24.953,2.099,16.905,2.501,3.259,2.03
3240,28863,2.338,2.423,2.224,2.83,1.904,2.835,1.928,2.231,6.276,4.292,7.611,4.339,7.567,0.965,1.486,0.673,0.826,0.683,0.68,0.931,0.989,0.011,0.994,0.797,0,0.168,0,17.169,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.272,0.786,1.168,0.856,17.357,2.064,18.864,1.471,0,0
1717,11404,2.797,3.023,2.925,3.514,1.904,3.534,1.997,2.854,10.245,6.144,9.498,6.263,9.353,0.925,1.846,0.542,0.796,0.634,0.565,0.856,0.981,0.019,0.985,0.919,0,0.169,0,24.576,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.201,0.832,1.536,0.651,25.053,2.414,21.136,1.77,0,0
2138,13427,2.404,2.562,2.398,3.08,1.903,3.071,1.909,2.372,7.36,4.538,8.047,4.645,7.952,0.938,1.618,0.618,0.781,0.609,0.622,0.881,0.977,0.023,0.988,0.774,0,0.161,0,18.151,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.284,0.779,1.26,0.794,18.581,2.151,24.211,1.608,0,0
515,7265,2.311,2.626,2.23,3.187,1.902,3.118,1.872,2.229,7.077,4.195,8.251,4.396,7.922,0.88,1.675,0.597,0.725,0.526,0.6,0.774,0.954,0.046,0.96,0.692,0,0.18,0,16.78,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.429,0.7,1.172,0.853,17.583,2.066,28,1.666,2.746,1.81
2750,19275,2.646,2.903,2.316,3.761,1.902,3.741,1.82,2.353,8.673,5.501,9.121,5.636,9,0.912,1.977,0.506,0.704,0.495,0.487,0.831,0.976,0.024,0.987,0.769,0,0.157,0,22.003,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.624,0.616,1.217,0.821,22.545,2.109,18.889,2.055,0,0
4030,37962,2.885,3.122,2.883,4.309,1.902,4.073,1.843,2.88,12.373,6.538,9.808,6.631,9.715,0.924,2.265,0.441,0.67,0.448,0.453,0.854,0.986,0.014,0.991,0.798,0,0.24,0,26.154,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.494,0.669,1.516,0.66,26.522,2.393,18.333,2.21,2.981,1.74
1669,11204,2.599,2.894,2.685,3.255,1.9,3.176,1.838,2.586,8.696,5.305,9.091,5.525,8.67,0.898,1.713,0.584,0.798,0.638,0.579,0.807,0.96,0.04,0.954,0.858,0,0.173,0,21.221,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.212,0.825,1.413,0.708,22.099,2.293,22.157,1.728,3.06,1.824
768,8246,2.943,3.237,2.917,4.401,1.9,4.437,1.897,2.871,12.774,6.805,10.17,6.901,10.064,0.909,2.316,0.432,0.669,0.447,0.428,0.827,0.986,0.014,0.99,0.814,0,0.171,0,27.219,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.509,0.663,1.535,0.651,27.605,2.409,26.471,2.339,3.327,1.966
616,7698,2.814,3.076,2.4,3.837,1.899,4.069,1.962,2.286,9.16,6.217,9.665,6.279,9.598,0.915,2.02,0.495,0.733,0.538,0.482,0.836,0.99,0.01,0.993,0.853,0,0.164,0,24.869,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.599,0.625,1.264,0.791,25.116,2.15,19.286,2.074,2.586,2.374
396,6773,3.048,3.774,2.426,5.394,1.899,5.53,1.684,2.329,13.016,7.298,11.857,7.807,11.322,0.808,2.84,0.352,0.565,0.319,0.305,0.652,0.935,0.065,0.955,0.712,0,0.172,0,29.194,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.223,0.45,1.277,0.783,31.229,2.163,28.649,3.284,4.891,1.72
4019,37859,2.421,2.543,2.375,2.849,1.899,2.698,1.936,2.486,6.729,4.605,7.989,4.679,7.922,0.952,1.5,0.667,0.85,0.722,0.718,0.907,0.984,0.016,0.992,0.851,0,0.159,0,18.418,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.2,0.833,1.25,0.8,18.718,2.137,17.647,1.393,0,0
1791,11709,2.485,2.68,2.449,3.075,1.899,3.053,1.864,2.37,7.489,4.849,8.418,5.01,8.216,0.927,1.619,0.617,0.808,0.653,0.611,0.86,0.968,0.032,0.976,0.83,0,0.171,0,19.395,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.256,0.796,1.29,0.775,20.038,2.174,24.894,1.638,0,0
2532,16364,3.86,4.169,3.661,5.611,1.899,5.575,1.873,3.675,20.423,11.704,13.097,11.773,12.995,0.926,2.955,0.338,0.688,0.473,0.336,0.857,0.994,0.006,0.992,1.098,0,0.156,0,46.817,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.533,0.652,1.928,0.519,47.093,2.78,14.222,2.976,3.634,1.924
